,username,comment,Pre-processing,label_sentimen,score,sentimen_numerik
1142,woiiiii722,Rata rata malah brand lokal niru design nya dari impor bekas.kalo lihat brand lokal ga niru rata rata ga nulis kalo itu buatan indo,brand lokal niru design impor bekas lihat brand lokal niru nulis buat indonesia,positif,0.28769999999999996,1
1144,nrlyatea,"Ngasih dampak tanpa solusi 👏👏👏 coba UMKM produk lokalnya di dukung . dikasih subsidi untuk ekspor, dipermudah perizinan, disupport dari segi produksi, disediain tempat, dicari solusi biar harga produk lokal gak mahal  tapi kualitas nya bagus. Btw yang di stop itu bukan pedagangnya tapi Stop tempat keluar masuk tuh barang.",beri dampak solusi coba umkm produk lokal dukung kasih subsidi ekspor mudah izin disupport segi produksi ain cari solusi harga produk lokal mahal kualitas bagus ngomong ngomong stop dagang stop masuk barang,positif,0.0011999999999999789,1
1146,dadan_wildansky,Nyimak aja lah biar .. tidak jadi dosa 😂,nyimak dosa,negatif,-0.7184,0
1147,_xorain.andre5,Karena tak ada pajak,pajak,negatif,-0.6124,0
1148,poetrad_,Mangkanya banyakin bagi bagi kaos partainya,makanya banyakin kaos partai,negatif,-0.7184,0
1150,bimdew,TUTUP AJA PAK !!! Setuju!!!,tutup tuju,negatif,-0.2277999999999999,0
1151,ochnku.png,"kasian anak kos,😂😂",kasihan anak kos,negatif,-0.12179999999999991,0
1152,gilangramadhand,"Jangan” karna mataharoy dept store omsetny turun, makanya melapor pejabat😂",karena mataharoy dept store omsetny turun lapor jabat,negatif,-0.3061999999999999,0
1153,adislyus,"Support UMKM sih oke"" aja, tapi mahal"" semua rate harga 100k keatas entah produksi apa bsa se mahal gitu, jualan produk apa merk itu UMKM 😂",support umkm oke mahal rate harga atas produksi bisa mahal begitu jual produk merk umkm,positif,0.2497999999999999,1
1155,muhammad_rian_alfatih,Barang lokal harga impor👏,barang lokal harga impor,positif,0.6124,1
1156,tangan_dosan,"Lokal nya pada bentek semua, gue pake thrift jadi hemat, duit bisa kumpul untuk nikah, PILIHAN HIDUP pak soalnya saya sadar berada di negara MISKIN",lokal bentek saya pakai thrift hemat duit kumpul nikah pilih hidup sadar negara miskin,negatif,-0.050900000000000056,0
1158,bdg.ngethrift,HOODIE CREWNECK KAOSNYA KAK SILAKANN🥺,hoodie crewneck kaos kak silakann,negatif,-0.7184,0
1159,bammsssss,"Udah paling bener pake kaos red bull, tp yg ini bahannya agak tipis dikit, outfit favorit mas mas proyek bangunan",sudah bener pakai kaos red bull tetapi bahan tipis sedikit outfit favorit mas mas proyek bangun,negatif,-0.12360000000000004,0
1161,ocii_fn,waktu dan tempat di persilahkan untuk memberi tanggapan @zythrift_collection  @yenifransiskaaa,silah tanggap,positif,0.8402,1
1164,pinkgkristaniu,"Ya ,ini tergantu yg beli sih, si pembeli peduli gak sma lingkungan sekitar atau cuman mentingin diri sendri 🙄, peka dg hal"" kek gini nggak. Atau mungkin bisa peka/ peduli jika berdampak ke diri.",tergantu beli beli peduli sma lingkung cuma mentingin sendri peka seperti begini tidak peka peduli dampak,negatif,-0.011500000000000066,0
1166,prmno21,Beras masih impor ngga sih..???,beras impor tidak,negatif,-0.7906,0
1167,anaanddaa,"maaf pak, untuk kali ini sy tidak setuju dengan bapak @jokowi 🙏🏼😇",maaf kali saya tuju,negatif,-0.14190000000000003,0
1169,pulanqerja,"Bisnis adalah bisnis, secara realistis bisnis pakaian impor sudah jadi ladang sumber pendapatan banyak orang pak, ditambah lagi kan permintaan pasar akan hal ini tinggi, biasanya kan pemerintah pinter tuh ngebisnisin ladang subur model begian 😁 *fun fact pak: diluar negeri sana, kaos partai anda juga masuk toko thrift (baju second) digantung di jenis baju vintage dan harganya mahal 😄",bisnis bisnis realistis bisnis pakai impor ladang sumber dapat orang tambah minta pasar perintah pintar ngebisnisin ladang subur model begian fun fakta luar negeri kaos partai masuk toko thrift baju second gantung jenis baju vintage harga mahal,positif,0.0040999999999999925,1
1170,fitriadisxryatama,Mana ni para pecinta lelong 🙌,ni cinta long,positif,0.36240000000000006,1
1171,s.1chaa,Lokal brand jarang ada ukuran plus size,lokal brand jarang ukur plus size,positif,0.8402,1
1172,hyezrawyntinjak,"Yah ga bermonja lagi kita ini, naik harga @ejfyenty @leovandesmondwijayasitinjak",bermonja harga,positif,0.6124,1
1175,mhmd.afrizalll,Barang bekas 100 3 mayan,barang bekas mayan,positif,0.10599999999999998,1
1177,_aanggaraaa,"seneng ada thrifting karena ngirit, kualitas pun sebanding dng harga walaupun second",senang thrifting ngirit kualitas banding dengan harga second,positif,0.09319999999999995,1
1178,sigitnuradi,Pemerintah yang korupsi sangat menggangu negara ini,perintah korupsi menggangu negara,negatif,-0.7184,0
1179,d.trgn,"Maaf banget pak, tapi aku sukanya ngethrift😢😂",maaf banget suka ngethrift,positif,0.12179999999999991,1
1180,fattahalghfr,Tingkatkan Trifting agar kita menjadi bangsa yang maju! Jaya2x! 🔥,tingkat trifting bangsa maju jaya,positif,0.7906,1
1181,rezaditiyaaa,@ruddylesmana masih nang? Gera duruk bisi ditewak,nang gera duruk bis ditewak,negatif,-0.7906,0
1182,pepichannn,Judul skripsi judul judul,judul skripsi judul judul,positif,0.8402,1
1183,kepangtut,Waduuh..gawat nih...kemarin aku baru beli. Abis bagus sih bahan kainnya.,waduuh gawat kemarin beli habis bagus bahan kain,negatif,-0.10260000000000002,0
1184,hafizhnuradli,UNIQLO 75 terbaik,uniqlo baik,positif,0.36240000000000006,1
1185,fathirabbanif,Sampai kapan kemunafikan ini akan di tampilkan pak ?,munafik tampil,negatif,-0.36240000000000006,0
1186,cah_bagja,Mau lokal pride tapi harga tidak melokal 😢,lokal pride harga lokal,positif,0.6124,1
1191,ulalala_udii,"waw, pernah jdi bahan buat lomba debat sekolah gue nih🔥",waw jadi bahan lomba debat sekolah saya,negatif,-0.02510000000000001,0
1192,ryanilhamhq,👏👏👏👏👏👏 @jokowi @kemendag @zul.hasan katampi pisan dunungan,hasan katampi sekali dunungan,negatif,-0.17819999999999991,0
1193,ilham_app_,Produk kita jangan mahal2 ya pak,produk mahal,positif,0.7184,1
1195,jajanan.mantan1,Yokk di mantannin di mantannin. Support UMKM mantaann yok,yokk mantannin mantannin support umkm mantaann yok,positif,0.7184,1
1196,putriardanaraaa,@safay0_0 baca komen,baca komen,positif,0.36240000000000006,1
1197,aldojuliio,Klo mau di bubarin gapapa asal ada solusi/gantinya krena thrift juga udah mulai jadi bisnis.,bubarin tidak apa solusi ganti krena thrift sudah bisnis,negatif,-0.006700000000000039,0
1198,adhityameiliala,KALO JUAL BELI MOBIL/MOTOR BEKAS GMN ? GANGGU INDUSTRI GAK ??????,jual beli mobil motor bekas bagaimana ganggu industri,negatif,-0.032399999999999984,0
1199,tisadstynt,Tadina abi bade usaha eta pak jokowi sareng ayang abi 😅,tadina abi bade usaha eta jokowi bareng ayang abi,positif,0.02510000000000001,1
1200,sulthan.almaliqi,hese pak atuh ai kieu mah,hese atuh ai kieu mah,negatif,-0.25,0
1201,aurevnda_,Brand  lokal tp nyontek desain luar cuma dipasangin brand sendiri aja hehehe,brand lokal tetapi nyontek desain dipasangin brand hehehe,negatif,-0.07219999999999993,0
1205,erfinsujianto__,"nyesuaiin isi dompet ajalah skrng , nyatanya ngethrif wkk",nyesuaiin isi dompet aja sekarang ngethrif wkk,negatif,-0.17819999999999991,0
1206,siswanto.s.w,@ardi_13s 2024 ganti presiden,ganti presiden,positif,0.2277999999999999,1
1207,achmadyudhopratama,Coba sebutin semua brand indo yg dipake lama masih oke dan keren2 disini.,coba sebutin brand indonesia pakai oke keren,positif,0.46840000000000004,1
1208,riangapp,ketar ketir nih,ketar tir,negatif,-0.6124,0
1209,juliantopologi,"Penjual barang thrift kan juga UMKM loh, Paaaaaak. Kok egois gitu sih? Percaya aja setiap produk ada marketnya masing-masing. Kan masih banyak juga anak muda yg jijik pakai barang bekas. Aman.",jual barang thrift umkm paak egois begitu percaya produk marketnya anak muda jijik pakai barang bekas aman,negatif,-0.04510000000000003,0
1210,etheycarolina,tapi rejeki temen2 saya dari sini pak,rejeki temen,positif,0.7184,1
1211,thithut.co,Saya setuju dengan pemberhentian impor baju bekas. Tapi saya kurang setuju dengan alasanya mengganggu industri dalam negri. ✊🏻,tuju henti impor baju bekas tuju alasanya ganggu industri negeri,negatif,-0.028200000000000003,0
1212,imamsatrio_,"meresahkan emang😢 masih bingung dan bertanya tanya, baju impor bekas yg jelek jelek dan gak laku itu pada kemana ya? apakah cuman nambah nambahin sampah di Indo? tapi satu sisi juga baju bekas jg ada yang menarik😂",resah emang bingung baju impor bekas jelek jelek laku mana cuma tambah nambahin sampah indonesia sisi baju bekas juga tarik,negatif,-0.015600000000000058,0
1213,aman_widagdho,Sendiri baju sendiri deh,baju deh,positif,0.4588,1
1215,cahyaeuis_,Tolong kirim ke sirkel sebelah @yazidbm,tolong kirim sirkel belah,negatif,-0.08440000000000003,0
1216,imanuelnoviandinata,"@jokowi percayalah, rejeki tidak akan pernah tertukar (gak semua orang mau beli pakaian bekas, dan gak semua mampu beli pakaian baru) Lihat mart2 dikampung mereka juga menghajar toko klontong rakyat kecil.",percaya rejeki tukar orang beli pakai bekas beli pakai lihat mart kampung hajar toko klontong rakyat,positif,0.0026000000000000467,1
1217,anang.anggra,Tapi kita beras dan bawang import pak,beras bawang import,positif,0.4588,1
1218,robyarman,"TANYA YG KASIH IZINNYA JUGA BAPAK KAN PARA MENTRI JUGA ADA ATURANYA KALO GAK MASUK SECARA LEGAL YAH ILEGAL, KAYA BARU JADI PEMIMPIN AJA PADAHAL UDAH 2 PERIODE MASA BARU TAU YG GINIGINI",kasih izin tri aturanya masuk legal ilegal kaya pimpin sudah periode ginigini,negatif,-0.07669999999999999,0
1220,nolltigaa,Trifthing haraganya sekarang udah gak ngotak,trifthing haraganya sudah ngotak,positif,0.15360000000000007,1
1223,kim.ong_,Mengganggu dmna nya ?,ganggu mana,negatif,-0.7184,0
1224,pagostaxx,Saya mending lokal daripada bermerek tapi second🙏,mending lokal merek second,negatif,-0.15360000000000007,0
1225,gipaang,tanpa solusi,solusi,positif,0.6124,1
1226,this4meow,"yang bekas ngga selamanya merugikan, coba diliat dari sisi lain. yang merasa dirugikan kenapa? sama sama punya hak sih, jadi bentuk menghargainya dengan bebasin aja pilihan masing masing. kita sendiri juga punya alasan buat thrifting, bajunya menarik jarang ada yang sama, liat harganya pun ga bikin melongo. ga semua juga suka thrifting, lainnya banyak juga yang suka beli baru. semoga ada kebijakan yang terbaik bagi kita semua ya",bekas tidak rugi coba lihat sisi rugi hak bentuk harga bebasin pilih alas thrifting baju tarik jarang lihat harga longo suka thrifting suka beli moga bijak baik,positif,0.0038000000000000256,1
1227,dwikirengga,Asa sagala ulah cs jok ah,asa sagala ulah cs jok ah,negatif,-0.17819999999999991,0
1229,arinbagusf,Yang mengganggu itu yang kor.... @cokipardedebebas terusin,ganggu kor terusin,negatif,-0.7184,0
1230,ulaansari__,"tapi baju thrift bagus pak, murah lagi.",baju thrift bagus murah,positif,0.03480000000000005,1
1232,adibuncis,Ribet,ribet,negatif,-0.7184,0
1233,riofebrianx,turunin harga lokal brand 😂,turunin harga lokal brand,positif,0.6124,1
1235,im_s1nggih,setuju siih tapi saya juga suka thrifting😂,tuju siih suka thrifting,positif,0.04959999999999998,1
1236,manusia_sastra,"Ekspor nikel sangat menganggu peradaban suku adat dan hutan adat, chuaks",ekspor nikel menganggu adab suku adat hutan adat chuaks,positif,0.8402,1
1237,b4dtr1p____,TOLOL,tolol,negatif,-0.7906,0
1238,jellybox_reeftank,"Level up your busines, jadikan barang thrift sebagai compete, grow with your own way ...",level up your busines jadi barang thrift compete grow with your own way,negatif,-0.20879999999999999,0
1239,answer99999xx,"Dih urusin noh yg korupsi, asal main  larang"" aja",dih urusin noh korupsi main larang,negatif,-0.4598,0
1241,stanic_slaniva,Ya uang negara banyak malah di korupsi. Ujung2 nya nyalahin orang yg usaha,uang negara korupsi ujung nyalahin orang usaha,negatif,-0.7182,0
1242,jellybox_reeftank,"Level up your busines, jadikan barang thrift sebagai compete, grow with your own way ...",level up your busines jadi barang thrift compete grow with your own way,negatif,-0.20879999999999999,0
1243,dirtyfine33_,lak nyari jaket hoodie keren disini,lak nyari jaket hoodie keren,negatif,-0.4588,0
1247,rizyudityas,"Ngurus beras aja belum bener, ngurusin pakaian",ngurus beras bener urus pakai,positif,0.36240000000000006,1
1248,anna_kartika,Duh gimana ya? Saya pecinta thrift,duh bagaimana cinta thrift,negatif,-0.17819999999999991,0
1249,gas19kg,@gunturrfi gabole cnah gun😂,tidak boleh cnah gun,negatif,-0.3318,0
1250,masby97_,Cari tau dulu akar nya pak sapa yang ngelolosin barang luar ke indo,cari akar siapa ngelolosin barang indonesia,negatif,-0.28769999999999996,0
1251,fthnalia,Bikin penyakit kulit juga ih😂,sakit kulit ih,negatif,-0.7906,0
1252,bullllllll__,Inpo Hoodie cakar sejuta umat @nrmujahidin 😂,informasi hoodie cakar juta umat,positif,0.26259999999999994,1
1254,nitaa_jpg297,"mau beli baju lokal, tapi takut banyak yg kembar 😢",beli baju lokal takut kembar,negatif,-0.14190000000000003,0
1255,rezakodir,Koruptor jauh lebih ngerusak pak..,koruptor rusak,negatif,-0.10599999999999998,0
1256,rivaldook,impor beras juga sangat mengganggu hehe,impor beras ganggu,negatif,-0.7184,0
1258,dassom_24,"Trus brand2 luar yg dtg buka store di indo apa ga mengganggu brand lokal? Harusnya itu yg disinggung, klo pakaian bekas mah udah beda market. Bilang aja karna pajak pak 😑",terus brand datang buka store indonesia ganggu brand lokal singgung pakai bekas mah sudah beda market karena pajak,negatif,-0.04799999999999993,0
1259,lintdgrn,bang udah bang,bang sudah bang,positif,0.15360000000000007,1
1260,alfipratama,"Tapi harga barang baru juga menggangu perekonomian warga, gimana dong?",harga barang menggangu ekonomi warga bagaimana,positif,0.6124,1
1261,_mrbeamm,Hmm masih speechless ama harga barang lokal,hmm speechless sama harga barang lokal,positif,0.8402,1
1262,eckyalimansyah,Ini biar bisa masuk cukai dan memperkaya pejabat di atas sana gais. Jangan terdistrak 👏,masuk cukai kaya jabat gais terdistrak,negatif,-0.4413,0
1263,edpambudi,"Asli, tolong lah…",asli tolong,positif,0.3318,1
1264,zulhsb1,terus impor bisnis Sembako tidak menggangu gitu?,impor bisnis sembako menggangu begitu,positif,0.6124,1
1265,mailanifitri,Yang jualan mata minus juga meresahkan pak,jual mata minus resah,negatif,-0.6825,0
1266,irfanfaisal,Bacot anjir.,bacot anjir,negatif,-0.15659999999999996,0
1267,resha_gfrly,"Beli baju 13 pcs planel kotak"" kayaknya lebih bagus",beli baju pcs planel kotak kayak bagus,negatif,-0.11820000000000008,0
1268,kelvin.manopo,Koruptor tuh lebih merugikan negara urusin dulu,koruptor rugi negara urusin,negatif,-0.7906,0
1270,rafli_manan,"Barang2 luar itu kualitas premium, walaupun bekas tp ngk jelek2 amat, harus brand di indo harus tertampar dgn informasi ini krna saking banyak nya yg thrifting krna brand2 di indo ngk mau update kualitas",barang kualitas premium bekas tetapi tidak jelek brand indonesia tampar informasi karena saking thrifting karena brand indonesia tidak update kualitas,negatif,-0.018000000000000016,0
1271,bobbysyahputraa23,TERSERAH👏,serah,negatif,-0.15360000000000007,0
1272,fidya_yuanda,Lah tapi murah pak,murah,positif,0.15360000000000007,1
1273,_agunggggg,Gapapaa bekas ge asal gapake baju beruang petir aja.,gapapaa bekas ge tidak pakai baju beruang petir,negatif,-0.10300000000000009,0
1274,heavenwithusss,Support lokal👏,support lokal,positif,0.7184,1
1276,al_farid_nabil,rasaki alah ado surang surang pak 🙏🏻🙏🏻 @jokowi,rasaki alah ado surang surang,negatif,-0.7184,0
1278,magda_lena290,Masalhanya baju bekas harga kaki 5 kualitas bintang 5😂 walaupun mereka tau itu bkn baru,masalhanya baju bekas harga kaki kualitas bintang bukan,positif,0.11820000000000008,1
1279,ipulpulangmagrib,produk dalam negeri aja masih banyak yang di KW in,produk negeri kau in,positif,0.6124,1
1281,adinugsss,KALO JUAL PULAU TIDAK MERUGIKAN NEGERI YA PAK? 😬,jual pulau rugi negeri,negatif,-0.5406,0
1282,mhmdrgibb,Termasuk mobil sama motor juga kan?,mobil motor,positif,0.25,1
1283,roybinasbun,"oi pak,gak kasian lu sama org org yg jd nganggur gara lu pak? kadang nthlah pak,coba bpk di posisi mereka pak",oi kasihan kamu orang orang nganggur gara kamu kadang nthlah coba bapak posisi,negatif,-0.024600000000000066,0
1285,wiraditamanf,Kocak ( k0nt0l cicak ),kocak nt cicak,negatif,-0.4588,0
1286,your___head__,sotoy,sotoy,negatif,-0.7184,0
1288,frhnasd,"Abis gimana ya pak, murah kualitas bagus",habis bagaimana murah kualitas bagus,positif,0.03310000000000002,1
1289,ru_stwn,"Brand lokal bagus² loh, liat aja foto profil gue, itu brand lokal semua 😁",brand lokal bagus lihat foto profil saya brand lokal,positif,0.02510000000000001,1
1290,andrahadid,trus gwe harus berhenti ngethirft di @hotarutoko gt 😔😔,terus saya henti ngethirft begitu,negatif,-0.875,0
1291,putrykurniia,"Setuju sih support produk lokal, support umkm",tuju support produk lokal support umkm,positif,0.24539999999999995,1
1292,kurir_jalan,Rezeki udah ada yang ngatur jadi jangan di persamalahkan soal baju bekas,rezeki sudah atur persamalahkan baju bekas,positif,0.053300000000000014,1
1293,_febrifeb,"Brand  lokal harga selangit,masih mending jastip bangkok  kualitas bagus harganya gak jauh beda,apalagi yg bahan knit sampe  pengen ngeborong semua.di bangkoknya bahkan lebih murah",brand lokal harga langit mending jastip bangkok kualitas bagus harga beda bahan knit sampai ingin ngeborong bangkoknya murah,positif,0.0022999999999999687,1
1296,azraaiboo,bgusan bju org tua dluu ga si,bgusan bju orang tua dluu,negatif,-0.7184,0
1297,riyanalfandi__,"Auu ah bingung mending beli sembako murah terus kita ekspor ke luar negri naikin harganya aja, kan lumayan cuan 🗿",auu ah bingung mending beli sembako murah ekspor negeri naikin harga lumayan cuan,positif,0.010700000000000043,1
