,username,comment
1572,shiiaanndrra,UMKM klo bikin baju yg awet atuh pak.. harga mahal Tp gampang rusak
1573,yansyah.29,JGN DLU GUE BLM DAPET ITEM YG GUE CARI
1574,dweelana,"Di batam thrift uniqlo, HnM, zara cuman 10.000an 😍😂😍😂"
1575,shandimaulanaa,Waaah baru mau mulai pak 😂
1576,sigitkuncoro__,crewetmen jok
1577,hudagaga10,"Beli pakaian bekas sih salah satu program reuse, reduce, recycle. Salah satu pencegah juga pemanasan global Pak."
1578,garagarapakde,What??
1579,_masajiiii,"Anak buah bapak juga lama2 pada menggagu pak, MERESAHKAN"
1580,aldi.herdiana,Tetap fokus kasus pajak kemenkeu
1581,raynuits,@sesabrazy bareng sm nyokap pasti gpp
1582,ramdaannii,Solusinya?
1583,mhdhadim_,"lokal, tapi harganya ga lokal,  mending beli brand yg udh terkenal tapi harga lokal"
1584,bonniebelllll,@ssalsau kita blm ngethrift anjir
1585,ipnduu,waduhhhhh😢
1586,permenhangat,betul 🔥
1587,mianikitaa,"Merah 70 biru krak 85 ,fix ka 8 baju neh wkwwkk babayyy thrift 😂😂😂"
1588,dnil.z___,Kek nya beras dari luar harus dilarang juga nichh kan mengganggu beras dari petani lokal cuaww
1589,anatapanila,"Dulu jaman awul-awul, cakar bongkar, gak ada tu gini gini...................."
1590,zffjr1,yudh iya pake kaos partai💆‍♂️
1591,_____zahary,Sekarang baju thrift harganya kaya beli baju baruuu wkwk ye @indryysw tung kita ud ktmu tmpt thrift yg gak gila harga🤣
1592,satriaawib,😢😢
1593,hellotian_,"Setiap orang punya hobinya masing masing, selera orang juga gabisa dipaksain buat ngikutin statement ini"
1594,farras.16,"udah paling bener mending beli outfitnya di @efect.id , udh mah murah ,baru lagi"
1595,_novandk7,"Untung gw beli yg local punya. Yg murah2 juga ada kek erigo, aerostrt dll 😂yg penting ga bekas aja dah 😌😌🗿bahaya juga"
1596,fhmithrsh,Ah payeh hoodie champion kerah belel
1597,senjaberbahaya_,"Yg penting 100K dapet 3. ucup bareng samuel,well🤙🏻"
1598,septianmaullana,Emang mau pada make lokal bahan partai
1599,mamann08_,@riduwan01 gimana nih
1600,mochamad.candra,Stone islandnya kakk🙌
1601,vinaa.d,hahahhahathrift
1602,cutbreyyy,Maaf pak kali ini saya ga setuju
1603,kevinfkd_,"Kenapa ya pada ga suka pakaian bekas import, padahal murah ada juga sudah di cuci  di londrey sebelum di jual"
1604,sheraalyaa,Thrifting itu mengurangi sampah pakaian loh 😍. Asal penjual dan pembeli juga mindfull belinya sesuai kebutuhan. Dan ga konsumtif. Gak liat ya sampah udh segununggg haha. Main main sih ke TPA
1605,_aderayy,"Kamu kenapa bsa msuk penjara, : grgrr jual pakaian bekas"
1606,piwdiwpay__,mulai mulai mulai @tanyadaii
1607,prakosobagas.rar,Info Beruang Petir gratis ongkir 🙌
1608,veyeenzy,waduh
1609,mmm_zain,Pengusaha trifthing mulai ketar ketir bung
1610,cikaden,Hah?
1611,irfan.fadillah,"@kelvinerr yoi bung kelpin, aslinya ma yang ngomong juga masih thriftingan"
1612,sulung.d,Ngomong doang ga ngasih solusi
1613,arifrizkyawan,Lokal lokal mahal
1614,ridwansyarif10_05,Mangeakkkk
1615,hybbiess,"Samean lek tau thfrif""an apik pakk beh...... No komenn"
1616,bastianjodiajiseno,Tapi pejabat2 nggak sedikit juga yg beli barang brand luar / import. Itu gimana Pak?
1617,bagasherdiann_,basi 🥱😴
1618,pkcn_vtg,Minimal mandi
1619,zaky_muhammad570,Brantas koruptor aja bisa ga
1620,irawan_dediindra,Yang penting murah kualitas bagus
1621,alfaarhabyy_,Mungkin pak jokowi nyuruh kita make baju beruang petir nihh🔥
1622,rezadiskyy,@rriansyahh_ kacau
1623,lxq.prxsxtyx,"Ya harusnya bersaing dong industri kita jangan salahin pihak lain,malu klo bikin peraturan baru lagi biar pakaian dari luar gak bisa masuk lagi,inget yg bergantung dengan bisnis di industri tersebut juga masyarakat kita juga🙌🙌"
1624,yusrillaziz,Artinya apa bg messi ?
1625,mohamad.yoga,Tapi kalau barang-barang cina yg bejibun di marketplace mah kagak kan pak? Sampe pacul import cina juga ada tuh 😂
1626,gitguttttt,Hla piye pak ada oknumnya
1627,m.aufayudha,urusane dewee deweeee
1628,kelvinerr,@irfan.fadillah mantap bung irfan
1629,mhmmd_17elmi,Sip komennya kek suka ama produk lokal.... Eh iya.. Kan warga zaman sekarang maunya yg bagus bagus semua... Gak peduli ama usaha lokal
1630,sunshinleeaa,Lagi ada aja yg mau beli herman !
1631,powerenjez_pink,benar pak. lokal pred tolong harganya jangan sampe ga ngotak
1632,idaydee,Koruptor nu kudu di basmi mah sabja
1633,luthfiismail.id,"Bukannya kalo barang masuk dr luar di cek dulu ya, knpa ga di cegah brg² bekas masuk, ??"
1634,raihanbriiann,"Pak bapak udh kaya, jgn matiin rejeki orang @jokowi"
1635,ulinlh3,"Apa susahnya orang thrift mngakui hal ini dan harga lokal memang mahal, ini bukan rahasia umum cuk... sok2an bawa argumen go green, minimal kaos bekas bapak lu pakai lagi napa... yg go green negara luar nohh bukan sini"
1636,desiiisn_,paansi
1637,wahyuuuy,"Korupsi juga, tpi kok pada biasa aja ?"
1638,rifkyalifi_,Harga juga uda ga masuk akal
1639,mrihsan__,Kalo jualan dlm negri gak laku kenapa gak dijual keluar juga.. Rupiah itu besar nilainya buat rakyat sendiri
1640,ariefnasution_,"mohon bantuannya,info loker untuk @arsyadhi_"
1641,febrikonekk,"kalo saya sih
ngedukung import bekas di stop aja dlu karna HARGA IMPORT bekas nya udah termasuk mahal,
nah nanti kalo pasarnya dah unjlok, dan hrga outfit trift turun lagi
BOLEH Dibuka lagi izin nya 
wkwkwk"
1642,krisna.s__,apa iyaa pack
1643,asefmlywn,impor beras boleh
1644,metabodelta,Yah gk jadi beli Stone Island deh.... 😂😂😂
1645,aries_stywnn,beli yg lokal tapi bekas
1646,raahmaapopy,Gak bisa banget liat orang seneng 😑
1647,tukangfilm.21,Barang kw lokal lebih mengancam produk dalam negeri pak
1648,ikiadisaptr,Yaudah iya
1649,rizalftrrrrrrrr,@aerostreet lokal tak gentar!!
1650,poetoeeci__,sembarang karepmu pak penting orak nguntal gapuro
1651,5toptryingtobegad,Betul itu om
1652,emil__chan,"@nuiy_nungwa Nah loh! Tapi, Pak, ini tidak mengganggu rakyat sama sekali... 🤣 Mending bahan pokok sembako aja jangan impor, Pak... 😂"
1653,akirasynndt,WADUHHHHH
1654,mrihsan__,Kenapa gak ekspor jugahasil produksi dlm negri...
1655,niwaaayyyy,"Dari pada mikirin baju thriftingan mending urusin aja pak para koruptor yang di kemenkeu sama di pajak tuh. enak ya korupsi sampe triliunan dan milyaran. kebongkar nya juga karena masalah percintaan bocil pula bukan karena kinerja lembaga KPK atau apa. Cuma karena percintaan ""bocah"" doang lho pak! YANG MERUGIKAN NEGARA BUKAN BAJU THRIFTINGAN TAPI KORUPTOR 🙌🔥"
1656,podcastceritaa,🤯🤐🫥
1657,dyahknyt,Daripada ngurusin beginian tolong bapa mending ngurusin situs judi online aja pak
1658,hzbyazmie,bakar pak bakaaarrrr
1659,rian.fm,Import tenaga kerja asing juga merugikan pak 😂
1660,liaanp20,Oh
1661,wan2a3,Masalahnya produk lokal banyak yg nggak berkualitas. Kualitas Warnanya beda sama pakaian trift pak
1662,derydnta,Kaos beruang petir📈
1663,feggisihaloho_,Yah ga bisa nge thrift lagi dong ;(
1664,usmanz31,Berasa ada yang cepu wkwk
1665,mohdruhil97,Jadi harus pakai baju beruang petir ni?
1666,aiu_java,Kalo impor Tenaga Kerja bahaya gak sih?
1667,e.indrawan_,Heran gua mah apa aja di larang? Sekalian aja masyarakat dilarang memakai pakaian. Bingung sama uciha owiii😪
1668,22danvita,Setuju
1669,nuiy_nungwa,@emil__chan wah wah wah 😂 padahal ootd anti mahal ini
1670,boim_le_bond,"Halo @jokowi import gula, garam, beras, pupuk juga berpengaruh didalam negeri..."
1671,alviraekas,BETUL👏 bukannya impor barang bekas itu juga ilegal ga si?
1672,diki.prastyo.967,"""Lha @erigostore larang-larang ogh"""
1673,abiii.sya,lokal mahal? ya jelaslah orang barang baru coba brand luar kalo masih baru jga pasti lebih mahal dari lokal😮😮
1674,tranggela_,"Cintailah aku, karna aku produk indonesia *hanya opini ya haha"
1675,ersanda_q,Lokal mahal udah gitu modelnya ya itu itu aja pak
1676,ahmdlwi_,"Terus ini arahnya kemana pak dee, saya cape...."
1677,rubjenb,bilang aja minta pajak
1678,anggafhrzl19,Hm
1679,wiltedbymorning,Rejeki wis ono signature
1680,ohmyol_,Hehe
1681,daisukeniwaz,"Emang di +62 ini ada yg lokal pride? Mobil dr jepang, tenaga kerja dr china, beras juga impor, para petinggi2nya juga pake baju2 impor… di mall2 juga yg sewa lahan brand2 luar… 😏 ||• orang2 kita lebih seneng pake baju tulisan hawai dr pada pangandaran, lebih suka pake baju tulisan disneyland dari pada tulisan dufan, lebih seneng pake baju tulisan toronto dari pada bekasi •• iyakan kan kan? 😂"
1682,djoo.alghasta,Gimana dengan beras impor? Gimana dengan petani lokal?
1683,obsecrostore,"yang lokal lebih dibagusin lagi cari pembeda biar tidak ke ganggu, namanya industri pasti ada saingan nya kl gamau bersaing ya bobo aja dirumah 🙌"
1684,naufalsyamilrizal,@isqjdaditya_ @rzky.dv
1685,andre.vwa,Tapi artis lokal pake brand luar 👏
1686,choirunnajib999,Bukan trifhting
1687,choirunnajib999,Korupsi yg mengganggu
1688,naufall_ta,otw beruang petirr
1689,lufijulian_,loh he
1690,mhammad_azizdwi,Paling bener udah kaos partai🤣
1691,rejaakssss777,@sltnpablo si bagoll ni goll liat ikutin negara wkwkwk @ini.maulana
1692,dina_silitonga,@indahdefianasilitonga nga di larang we... 🤣🤣
1693,emil__chan,@nuiy_nungwa 🤣
1694,babas14__,Ngatur 🙏🏼
1695,cacaceuy,aduh
1696,iswanprayudi,Erigo aja udh dr sabang sampe merauke
1697,don_godon,@h3nsen_ njir ditag dong saya wkwkw
1698,jasmiinee______,Besok baru mau thrifting 😍😍
1699,imyourrian,"Lokal juga banyak yg bagus, tapi klo yg cuma ngandelin ""bangga pakai produk lokal"" tpi kualitasnya g diperbaiki skip dulu"
1700,c11yr,Jadi gak bisa liat handuk gucci dong wkwk
1701,equiliqueur,lokal brand harga luar
1702,ziziaprl,waduh
1703,_zzhhuuu,@jeryyyyyyy___  terus cari uang harus kauak gimana lagi pak? Dimana? Kerja apa? Apaka ada loker untuk kamiii ??? Hallooooo
1704,dexteratia_neil24,"lebih mengganggu lagi koruptor di dalam negri pak pak, hadeh"
1705,bastyan_a,Pengan gaya tapi gak cukup uang. solusinya ya beli barang bekas. 😂😂
1706,nbl015,Tolong pak harganya disesuaikan dengan rakyat kalangan menengah kebawah
1707,patraeffendi_,Yang Thrift Thrift Aja
1708,apriliahasanah013,Gak ush sering2 beli baju bnyk ank2 yg gak dibyr buat baju2 yg dipke. Malah jdi smpah saja.
1709,zanrhn,Pdhl awol² lebih menggoda
1710,rstvdrg,@dnrhdyo lord sudah berbicara 😅
1711,wirahadyz,Kualitas lokal harga pejabat chuakss
1712,finamenge,N😍
1713,asfpictures_,Cimol klo Disini😂
1714,no_one_problems,@_abayyaaa katanya beli yg lokal aja wkwk
1715,rentalmobilmakassar_,❤️❤️
1716,everysundaygirls,Dah mending lu belanja cardigan di everysundaygirls lagi buy 2 get 2
1717,alexborneo27,Import biji padi  sangat mengganggu dalam negri
1718,yvngcheesebag,@ahmasfaizz @rizalftrrrrrrrr kandani mending shopee
1719,naufalhanif_hnnn,"Padahal beberapa baju bekas yang dari luar negeri di produksinya di Indonesia. Di jual keluar dengan brand ternama (Harga naik) dibeli warga lokal luar negri. 
Kembali ke indonesia jadi barang bekas yang harga nya murah, bekas, kualitas tidak terjamin, berbahaya karna bisa  membawa penyakit dari pemilik sebelumnya, riwayat pemiliknya tidak jelas
Akibatnya industri lokal yang di Indonesia jadi mati karna teriming iming barang IMPOR padahal ya produksi nya juga di Indonesia
Tapi akibat positif nya banyak anak anak muda yang akhirnya memiliki penghasilan dari ""industri"" Ini"
1720,firmannbintang,lokal mahal kualitas sulit
1721,gewsz_,@karrlann rungkad
1722,uchiswaboy,"setuju, ayo dukung UMKM"
1723,isnanstzy,Mau tanya ada yang tau cara ngilangin beban sama minus akhlak gak ya?
1724,hababaa_,Harga minyak naek pak
1725,mstenleyharyadi,"intinya, berkompetisi dengan sehat, kalo produk kurang laku ya coba cari market yg lain"
1726,hy.soft,yaudah aku pake kaos banteng aja
1727,wanto.mcl,Pake beruang petir font akar mantap sih wkwkw
1728,wyn.satria_,Jangan pak
1729,kick__andy,kalo saya ga mampu beli pakaian baru 😞
1730,anindya_dimas,Ylla
1731,reevy1975,lawak
1732,frhanwar,nge trift kaos partai aja udh @nafanurfajraazmi
1733,rsn.ella,suka ngethrift padahal 😢
1734,triheriyanto,Baju bekas harganya menggila..
1735,nanda_aws,"Beli trhift2an bukan karna murahnya, tapi thrifting=menyelamatkan bumi"
1736,xyl3e_,@lit.bhabygurll
1737,taufiiq.qr,"@_suprayyy gw kebanyakan pake brand buat olahraga @flexzone.id trus kaya buat nongkrong atau maen @its3second @itsgreenlight trus kalau buat formal banhk, buat ke gunung ada @eigeradventure / @iamkalibre misalnya.. banyak kok yang kualitas & harganya bersaing"
1738,devekas,Salah pengetikan Anda jg membuat saya terganggu
1739,ftrhfatamorgana,Setuju
1740,renaldi.ocobot,"@helmiomi cuek in mi, merasa kesaingi jadi gitu"
1741,teen_thoughtf,"Susah pak, masy kita masih mentingin gengsi, padahal kualitas dalam negeri gak kalah2 amat"
1742,ciaaaaaaaaaci,"weh gw suka nonton yg thrift, cn aja cuma gocap ya sikat lah😂"
1743,_dicky_kicek,mending kaos partai gambar sapi  gak sihhh 🥦
1744,flaxxsica,Akhirnya skripsiku ada juga gunanya wkwkwkwk
1745,_falakh.sptr,"Sebenarnya harga lokalan si wajar, cuma gajinya aj yg ga wajar 😢"
1746,y0n4u,makanya cintai produk lokal.
1747,cinta.snn,@cheeaa.na wes bener gae kaos pdi ae
1748,lmrkwf,@acltc_ smua joo dilarang😂 bgmna barang lokal lebe mahal dripda dri luar. Seharusnya harganya juga melokal😢
1749,imam_maulidii,Impor tenaga kerja asing juga pak
1750,hafriz_rafie,@drain_gea barang nya jelek kali bous bawaan nya sensi mulu 😂
1751,adammhggi,"minimal harga lokalan ngotak lah,udah mahal tapi kualitas nya ga worth it"
1752,ehnovv,Thrifting = menyelamat kan bumi go green
1753,gilaangsptraa_,Pak jokowi ohh pak jokowii🙌
1754,rezaadhtya,@bintangdiwas 🥵
1755,bagasgvnd,@mahmudkrndi artinya apa bang messi
1756,dame._007,Dilema sih kalo keputusan ginian
1757,hofarmade,@abhannajmudin gasss
1758,dinndfablez,"yahhh bapakk, padahal kalo diperhatiin sekarang jadi banyak anak muda yang udah berpenghasilan sendiri berkat thrifting, bnyk bgt dampak positif yg didapet krna thrifting ini"
1759,anggaazn,@irfannyp @mhmmd_hrz
1760,aldoonadio16,Tetap #SupportBrandLokal Di Era Gempuran Thrifting👋👋
1761,harris.aristokrat,Dari pada korupsi pak~
1762,abhannajmudin,@hofarmade ya gmna ya udah kerjaan nya hmm
1763,laurensiusrakaa,"Berarti, kualitas produk dalam negri harus di upgrade supaya value nya lebih bagus dri yg impor"
1764,dominggus_laratmase,@chrys.gultom shahahaa
1765,mayyasyarr,Import tenaga kerja juga gausah pak 😂
1766,wahyuzaidiars,"Saya juga beli brand lokal pak, tp pas lagi ada promo macem 12.12 gitu"
1767,livysyee,Gmn lu aja dah
1768,fathimuh,Cari solusi lain pak
1769,letsgetupbruh,"Baju import itu murah, banyak yang lari ke sana.. makanya menjatuhkan produk lokal..."
1770,robbyye_,Biar di kata si paling branded pak wkwk
1771,afnaaaaaaaae,W abis ngethrift 15rb dpt 3 min
1772,iam.anbiyaht,Solusi?
1773,sigitervian,Mungkin baju bekas ga kena pajak 😂
1774,hofarmade,@abhannajmudin
1775,bagussptrra_,Solusinya join lipe skarang ges
1776,muhammadilhamarganata,RIP BJ ( TRIFTHING )
1777,damdimduum,"Thrift lah lebih enak, dpt barang bagus harga minim"
1778,arishidayana25,jadi solusinya apa?
1779,___rckccntz420,"tolong pekerja impor di buang ya pak, menggagu sekali bagi kami rakyat lokal, buka lapangan kerja buat warga lokal indo bukan buat warga impor, menggagu sekali warga impor itu"
1780,adam.lksn,mangeak
1781,rvnxjii_,Waduwww
1782,cenk_made07,Si @titivan_26
1783,nadilaiman,@naurhna__ sepertinya masihh😂
1784,taufan.dbyn,Kaos lokal yg tulisannya coblos ....
1785,dvkll_,baru juga mulai (':
1786,kadungjeru67_,"gombal amoh kok di beli ya lebih baik beli yang brand lokal, duit 50 ribu sudah dapat baju baru"
1787,notayeshahna,artinya ga siap bersaing toh?
1788,chrys.gultom,@dominggus_laratmase gas  gas  gqs
1789,whyyours,maksud nya pake baju beruang petir?
1790,satriakrnwnn,Apasih riweh amat jabatan mau habis juga
1791,naurhna__,Pasar Kliwon msih ada ga yh @nadilaiman 😢😂
1792,rifaldo_rfrin__,Mau dong pak dikasih pakaian yang dilempar dari mobil😍
1793,poloskeun.ind,"Dari pada Thrifting, mending pake kaos polos di @poloskeun.ind aja 😍😍"
1794,asaaa_kh,uang saya mampunya beli itu pak tahu sendiri umr
1795,ridkau_,Tapi gimana ya thrift cakep cakep wkwk
1796,gbrielladrn,Kualitas bagus harga murah mangkanya org org suka ngetrift
1797,wildasabita,Info loker dong @havidzf 😂
1798,ahsuh_,🥴🥴
1799,aldongrh99,jejou merasa terancam wkw
1800,hendrasadul,Pak makan pak 🙏
1801,ardabilfahrezi,Kocak bin lawak
1802,rzkyyxx__,tenaga kerja impor keknya juga mengganggu 😂
1803,rkalvnt,Gimana dengan impor beras dll ?😂
1804,rrrrbhudi,"sebenarnya brand lokal bisa aja jadi tuan rumah di negeri sendiri, kalo desainnya bagus.. tp kenyataan skrg kan desain brand lokal desainnya masya Allah bgt😢"
1805,isnandar_prihartono,@jokowi mau tak salamin gak pak?
1806,ultrasense_,"urus dulu tuh pengelolaan limbah pabrik tekstil,sebenernya yang merasa rugi tuh pabrik tekstil raksasa yang punya power dia ngadu ke pemerintah"
1807,delimasakdiah,"ditempatku ada para relawan yg jual pakaian bekas import/thrift, penghasilan nya full untuk disumbang ke yg terkena bencana alam, dan menurutku yg ini baik 😢"
1808,aaaldirvnd,Intinya sih disuruh bayar pajak untuk memperkaya org pajak #Chuaks
1809,judha_adil,Betuls
1810,geridioteque,Korupsi tuh mengganggu industri juga gak pak?
1811,krisna_adityaatmo,"Aku suka beli jaket 25-35k sudah bagus. Tinggal laundry. Bukan ga suka produk lokal, abisan mana ada harga segitu? Ga semua masyarakat ada uang ratusan ribu buat beli baju. Gimana dong?"
1812,drain_gea,"@hafriz_rafie , beliao riweuh yaak japuknya di gencet kali🤣🤣🤣"
1813,bilalputraibu,Jadi gmna bang mesi?
1814,4gimmarcellino,mang ea
1815,yahya_risqi,Pegawai Pajak pak yg mengganggu perekonomian dalam negeri
1816,fiiikriiiii,lu asik ngab @jokowi
1817,lukassajalah,"Laa gimana yaa, untung banyak kualitas busuk!"
1818,feebbb16,@al1eoo pake dong jelas
1819,nndnsr_,produk lokal harga internasional
1820,kadungjeru67_,"lebih suka beli baju /kaos brand lokal yang harganya sekitar 50.000-80.000 an bahkan kaos polos di shopee harga 23.000 an, juga sudah keren."
1821,anto.thelaugh,Ett modalin kga juga
1822,jafarr.ms,Artinya apa bang messi?
1823,ferdianadi9,Semoga industri tekstil lokal juga bisa meningkatkan kualitas dengan produk dan desain yang bagus sehingga bisa berkembang bahkan bersaing dengan produk import atau thrift sekalipun.
1824,erlanggaarazakpardede,@denialdrin pengen jualan ayam geprek aja
1825,prdszz,@m.zufarazzaky
1826,im_are_faruqi,Kalo brand luar gak merusak pasar juga kah??? 🙄
1827,rzputynti,Yahh gimana nih min waduuu gabisa beli CN dengan harga murah kualitas terbaekkkk :') @garasi.thrift
1828,diibdashanuban,"Brand lokal mahal diharga, jelek di kualitasnya"
1829,masvians_,Kalo ada yg baru kenapa harus bekasi ?
1830,_ngurahokaaa,#banggamakeERIGO
1831,cheeaa.na,@cinta.snn wadodododoh
1832,naafi.drn,Ylla (yang lokal lokal aja)
1833,darmayudaginting,@doddyfebri sulliitttt
1834,faileafrz,lah kok
1835,ferdichristo_,"Iya basmi aja pak, udah pada kek tai juga seller ngejualnya,"
1836,pit.chiee,sipaling lokal
1837,najwaainkawaii_,l
1838,_yeremiaezra,"Beli 1or2 baju di uniqlo atau h&m aja udah nangis, yg kaya mah biasa ,, tapi yg ekonomi klas menengah ke bawah,, itu bisa pake kostan 1 bulan  wkwk.. jadilah mereka beli baju bekas ahahah"
